Record,Name,Price1L1,Tax Rate Link,PRICE NO VAT,PRICE WITHOUT MARK UP WITHOUT VAT
1689,PLU,3.8,1,3.80,2.66
1690,PLU,3.3,1,3.30,2.31
1691,PLU,2.4,1,2.40,1.68
1692,Brussel Sprouts Loose,2.7,1,2.70,1.89
1693,DC Sausage Rolls,2.75,1,2.75,1.93
1694,KF Sub 4.10,4.1,1,4.10,2.87
1695,PLUp,3.5,1,3.50,2.45
1696,PLU,3.4,1,3.40,2.38
1697,PLU,3.4,1,3.40,2.38
1698,PLU,3.4,1,3.40,2.38
1699,PLU,3.3,1,3.30,2.31
1700,Sandwich Â£3.50,3.5,1,3.50,2.45
1701,Italian Style Coffee,5.99,1,5.99,4.19
1702,Fevertree sicilian lemon,2.49,3,2.08,1.45
1703,Goats cheese quicke,9.5,1,9.50,6.65
1704,Smoke N Jack,6.75,1,6.75,4.73
1705,Offshore Pilsner 330ml,2.1,3,1.75,1.23
1706,Heritage Tomatoes,4.95,1,4.95,3.47
1707,Ext Event Accident etc,0.01,1,0.01,0.01
1708,Corn Lard Chilli Jam 227,5.3,1,5.30,3.71
1709,Princes Orange Juice,1.79,1,1.79,1.25
1710,Sugar Gran SSpoon 500,1.1,1,1.10,0.77
1711,PLU,2.8,1,2.80,1.96
1712,PLU,2.8,1,2.80,1.96
1713,PLU,3.4,1,3.40,2.38
1714,PLU,3.3,1,3.30,2.31
1715,PLU,0,1,0.00,0.00
1716,PLU,0,1,0.00,0.00
1717,ECover Washing Up Liquid,2.1,1,2.10,1.47
1718,HogsBottom Mayo- Relish,3.4,1,3.40,2.38
1719,Kallo Stock,1.85,1,1.85,1.30
1720,PLU,0,1,0.00,0.00
1721,PLU,3.5,1,3.50,2.45
1722,FV Chorizo oil,6.99,1,6.99,4.89
1723,FV Cider vinegar,4.99,1,4.99,3.49
1724,FV Apple juice 250ml,1.8,3,1.50,1.05
1725,Boddingtons marmalade 22,5.45,1,5.45,3.82
1726,PLU,0,1,0.00,0.00
1727,PLU,0,1,0.00,0.00
1728,PLU,0,1,0.00,0.00
1729,Lentil street soup,1.5,1,1.50,1.05
1730,PLU,0,1,0.00,0.00
1731,1 kg Maris piper,1.2,1,1.20,0.84
1732,Coconut Curry for 1,4.55,1,4.55,3.19
1733,Mama Rice Noodles,2.25,1,2.25,1.58
1734,Chippa Worcester Sauce,1.65,1,1.65,1.16
1735,PLU,0,1,0.00,0.00
1736,Real Cure Chorizo,4.99,1,4.99,3.49
1737,DC Cheesecakes,2.99,1,2.99,2.09
1738,PLU,0,1,0.00,0.00
1739,PLU,0,1,0.00,0.00
1740,PLU,0,1,0.00,0.00
1741,PLU,0,1,0.00,0.00
1742,Aborio Rice ,2.45,1,2.45,1.72
1743,BM Birthday Fudge,3.2,3,2.67,1.87
1744,Smoked Salt,3.25,1,3.25,2.28
1746,Sandwich Â£3.40,3.4,1,3.40,2.38
1747,Sandwich Â£3.30,3.3,1,3.30,2.31
1748,St Ives 330ml,2.75,3,2.29,1.60
1749,St Ives 440 ml,3.99,3,3.33,2.33
1750,St Ives glass,6.75,1,6.75,4.73
1751,PLU,0,1,0.00,0.00
1752,PLU,2.4,1,2.40,1.68
1753,PLU,3.3,1,3.30,2.31
1754,PLU,4,1,4.00,2.80
1755,Discount DC sausage roll,1.5,1,1.50,1.05
1756,PLU,2.99,1,2.99,2.09
1757,Mozzarella Ball,1.6,1,1.60,1.12
1758,Gingerbread Chick,2.3,1,2.30,1.61
1759,BM Hot X Bun Fudge,3.25,3,2.71,1.90
1760,Simkins S&C Drops 175g,3.49,3,2.91,2.04
1761,PLU,2.99,3,2.49,1.74
1762,PLU,2.99,1,2.99,2.09
1763,Coconut Milk,1.85,1,1.85,1.30
1764,PLU,2.99,1,2.99,2.09
1765,PLU,2.99,1,2.99,2.09
1766,PLU,2.99,1,2.99,2.09
1767,PLU,2.99,1,2.99,2.09
1768,PLU,2.99,1,2.99,2.09
1769,Vine toms misc Â£1,1,1,1.00,0.70
1770,Satsuma misc Â£1,1,1,1.00,0.70
1771,Burts Guinness 40g,0.99,3,0.83,0.58
1772,Mutti Passata 500g,2.49,1,2.49,1.74
1773,Mutti Pasta Sauce,3.59,1,3.59,2.51
1774,Demerara Sugar,1.85,1,1.85,1.30
1775,PLU,2.99,1,2.99,2.09
1776,DC Cakes,2.99,1,2.99,2.09
1777,PLU,2.99,1,2.99,2.09
1778,PLU,2.99,1,2.99,2.09
1779,Baking Powder,1.25,1,1.25,0.88
1780,Bicarbonate,0.8,1,0.80,0.56
1781,Bombay HOT,1.55,1,1.55,1.09
1782,PLU,1.75,3,1.46,1.02
1783,SS Mexican One,4.5,1,4.50,3.15
1784,Seaweed Pinch Salt,3.25,1,3.25,2.28
1785,F/Feast S/Cara Almonds,4.99,3,4.16,2.91
1786,PLU,2.99,1,2.99,2.09
1787,PLU,2.99,1,2.99,2.09
1788,PLU,2.99,1,2.99,2.09
1789,Rainbow Chard,2.6,1,2.60,1.82
1790,DC Cake discount,1.8,1,1.80,1.26
1791,PLU,0,1,0.00,0.00
1792,PLU,2.99,1,2.99,2.09
1793,PLU,2.99,1,2.99,2.09
1794,Mixed peppers misc Â£1,1,1,1.00,0.70
1795,Jolly's  cans,1.3,3,1.08,0.76
1796,Candy can,1.19,3,0.99,0.69
1797,Mini Marshmallows 100g,1.2,3,1.00,0.70
1798,PLU,2.99,1,2.99,2.09
1799,Sandwich Â£2.80,2.8,1,2.80,1.96
1800,Sandwich Â£3.60,3.6,1,3.60,2.52
1801,Courgette misc Â£1,1,1,1.00,0.70
1802,DJ&A B/root Slices,3.5,1,3.50,2.45
1803,DJ&A M/room Crisps,3.5,1,3.50,2.45
1804,Delphi Tzatziki Dip GF,1.45,1,1.45,1.02
1805,FFarm Raspberry Shapes,0.7,3,0.58,0.41
1806,FF P/nut&Choc Dates,4.99,3,4.16,2.91
1807,FF Salted D/Choc Cashews,4.99,3,4.16,2.91
1808,Golden Fry Dumpling Mix,0.95,1,0.95,0.67
1809,Kallo M/ Choc Rice Cakes,0.99,3,0.83,0.58
1810,Kallo Y/Topped  RiceCake,1.19,3,0.99,0.69
1811,Marmite,3.99,1,3.99,2.79
1812,OBB Iced Shortbread Chic,2.6,1,2.60,1.82
1813,Trewithen Black Label 2L,2.9,1,2.90,2.03
1814,PLU,2.99,1,2.99,2.09
1815,PLU,2.99,1,2.99,2.09
1816,PLU,2.99,1,2.99,2.09
1817,PLU,2.99,1,2.99,2.09
1818,PLU,3.5,1,3.50,2.45
1819,Aubergine,4.2,1,4.20,2.94
1820,DC Bomb,3.5,1,3.50,2.45
1821,MooFree Choccy Eggs 50g,2.99,3,2.49,1.74
1822,MooFree Easter Egg,5.25,3,4.38,3.06
1823,KC Simnel Cake Dark Choc,2,3,1.67,1.17
1824,PLU,0,1,0.00,0.00
1825,FH Eng Garden Biscuit,7.6,1,7.60,5.32
1826,SD Simnel Loaf,11.75,1,11.75,8.23
1827,PLU,0,1,0.00,0.00
1828,BUD Peanuts,2.25,3,1.88,1.31
1829,CSC Madras,4.99,1,4.99,3.49
1830,CSC Jalfrezi,4.99,1,4.99,3.49
1831,Sliced White Bloomer,2.85,1,2.85,2.00
1832,LB Naan Bread,2.59,1,2.59,1.81
1833,KC Floral Thins,7.29,3,6.08,4.25
1834,Lindt Luxury Selection,8.69,3,7.24,5.07
1835,Mr Organic Baked Beans,1.9,1,1.90,1.33
1836,Wool Bunnies,12.5,1,12.50,8.75
1837,Popcorn 500g,1.15,1,1.15,0.81
1838,PLU,3.5,1,3.50,2.45
1839,Country flowers,0,1,0.00,0.00
1840,Cape Cornwall White Rum ,34,3,28.33,19.83
1841,Crimbles Bakewell Slices,2.45,1,2.45,1.72
1842,Everfresh Malt Loaf,2.49,1,2.49,1.74
1843,Kallo Lightly Salted,2.25,1,2.25,1.58
1844,Kallo Lentil&P Veg Cakes,3.75,1,3.75,2.63
1845,KF Egg & bacon pie,3.5,1,3.50,2.45
1846,KF Scotch egg,3.6,1,3.60,2.52
1847,JK Pork pie,3.15,1,3.15,2.21
1848,Smokey Duke,4.2,1,4.20,2.94
1849,Burts beef&mustard ridge,0.99,3,0.83,0.58
1850,Iceberg Lettuce,1.65,1,1.65,1.16
1851,Smugglers Brew 80 bags,4.65,1,4.65,3.26
1852,Joey Brown fruity white,8.65,3,7.21,5.05
1853,Pierre lacasse sauvignon,8.99,3,7.49,5.24
1854,Gold county chardonnay,9.75,3,8.13,5.69
1855,Joey brown soft red,8.65,3,7.21,5.05
1856,Pierre lacasse cabernet ,9.5,3,7.92,5.54
1857,Tiempo tierra tempranill,9.5,3,7.92,5.54
1858,Pinot Grigio Rose,7.95,3,6.63,4.64
1859,Romeo & Juliet prosecco,13.5,3,11.25,7.88
1860,Tempus two silver series,10.65,3,8.88,6.21
1861,Pinot grigio della verne,10.65,3,8.88,6.21
1862,Te merio sauvignon,14.75,3,12.29,8.60
1863,D'Abruzzo montepulciano,10.95,3,9.13,6.39
1864,Parlez vou malbec,11.5,3,9.58,6.71
1865,Coto mayor ciranza,13.99,3,11.66,8.16
1866,Cotes du rhone,12.5,3,10.42,7.29
1867,Salice salentino riserva,11.5,3,9.58,6.71
1868,Williams Grove Red,3.5,3,2.92,2.04
1869,Williams Grove White,3.5,3,2.92,2.04
1870,Williams Grove Rose,3.5,3,2.92,2.04
1871,Lrg EasterEgg Cheesecake,4.5,1,4.50,3.15
1872,One 4 one prosecco bottl,3.99,3,3.33,2.33
1873,Burts 150g Guinness,2.25,3,1.88,1.31
1874,Peanut and raisins,0.7,1,0.70,0.49
1875,Sml EasterEgg Cheesecake,3.5,1,3.50,2.45
1876,Sausages OP,0,1,0.00,0.00
1877,CC Salami,3.5,1,3.50,2.45
1878,CC Chorizo,3.5,1,3.50,2.45
1879,KF granola pots,2.75,1,2.75,1.93
1880,FF Roasted Mix Nuts,4.99,3,4.16,2.91
1881,OV English Mustard,2.25,1,2.25,1.58
1882,Fredas vanilla & Choc,3.99,1,3.99,2.79
1883,Stokes Tartare Sauce,3.99,1,3.99,2.79
1884,Schwartz PeppercornSauce,1.09,1,1.09,0.76
1885,Teoni Maple Pecan,3.4,1,3.40,2.38
1886,Gouda Xtra Mature,6.75,1,6.75,4.73
1887,HB Horseradish Mustard,2.35,1,2.35,1.65
1888,Sauerkraut,5.25,1,5.25,3.68
1889,DJ&A Broccoli Florets,3.5,1,3.50,2.45
1890,BM Fudge Maple Walnut,3.5,3,2.92,2.04
1891,BM Fudge Vegan Vanilla,3.5,3,2.92,2.04
1892,Salad Top Potatoes,2.64,1,2.64,1.85
1893,Cornish Tea Fusion Bags,3.99,1,3.99,2.79
1894,Colombian cornish coffee,6.8,1,6.80,4.76
1895,Apple juiceburst,1.75,3,1.46,1.02
1896,Spicy Dick's,33,3,27.50,19.25
1897,FF Choc Orange Almonds,4.99,3,4.16,2.91
1898,NEXBA Wild Citrus Energy,1.99,3,1.66,1.16
1899,Goats Cheese,3.99,1,3.99,2.79
1900,Skinners & Goodh Cans,3.5,3,2.92,2.04
1901,25kg Lady Terra,13.5,1,13.50,9.45
1902,DC Cookie,3.5,1,3.50,2.45
1903,Strong Wholemeal Flour,2.69,1,2.69,1.88
1904,LRG Kittow S&A pie,9.99,1,9.99,6.99
1905,PLU,0,1,0.00,0.00
1906,FF Fair Trade Mango,4.49,1,4.49,3.14
1907,Sesame Sticks,1.25,1,1.25,0.88
1908,HB Bacon & Chorizo,3.65,1,3.65,2.56
1909,DJ&A S/Potato Crisps,3.5,1,3.50,2.45
1910,FH Milk Choc Oat Bics,2.95,3,2.46,1.72
1911,PLU,0,1,0.00,0.00
1912,MrFs Strawb&Kiwi Cordial,4.2,3,3.50,2.45
1913,Nairn Mini Cheese Bakes,1.2,1,1.20,0.84
1914,Bbq charcoal 5 kg,5.99,3,4.99,3.49
1915,Knightor CD Red,18.99,3,15.83,11.08
1916,Eat Real Veggie Straws,0.9,3,0.75,0.53
1917,PLU,3.5,3,2.92,2.04
1918,OV Horseradish Mustard,2.25,1,2.25,1.58
1919,KF wrap Â£3.60,3.6,1,3.60,2.52
1920,Fevertree 500ml Summer,2.49,3,2.08,1.45
1921,Flawsome A&S Juice 250ml,2.5,3,2.08,1.46
1922,Wildberry Presse 330ml,1.95,3,1.63,1.14
1923,JimJams H/nut Spread 350,3.25,1,3.25,2.28
1924,Panda Rasp Liquorice,0.79,3,0.66,0.46
1925,Cherries,9,1,9.00,6.30
1926,Maltesers,0.75,3,0.63,0.44
1927,Liptons iced tea,1.35,3,1.13,0.79
1928,Moroccan Chick for 1,5.1,1,5.10,3.57
1929,Folkington Cloudy Pear,4.99,1,4.99,3.49
1930,Belvoir Non-Al G&T,3.99,1,3.99,2.79
1931,Trewithen Flavoured,2.8,1,2.80,1.96
1932,DC Egg & Bacon Pie,3.5,1,3.50,2.45
1933,Granola Straw Museli,2.55,1,2.55,1.79
1934,Japanese Rice Crackers,0,1,0.00,0.00
1935,Salted Cashew Pots,1.5,1,1.50,1.05
1936,Teoni mixed box 400g,6.25,3,5.21,3.65
1937,Tagliatelle,2.15,1,2.15,1.51
1938,Golden Caster Sugar 500g,1.7,1,1.70,1.19
1939, SPOOKY CUP,2.5,3,2.08,1.46
1940,Burts Limited Editions,0.99,3,0.83,0.58
1941,RS Oat Bisc Sea Salt,2.99,1,2.99,2.09
1942,NAIRNS Caramelised Onion,2.75,1,2.75,1.93
1943,TPW Pilchards 100g,3.85,1,3.85,2.70
1944,6x Cupcakes ,15,3,12.50,8.75
1945,Kernow Banoffee,3.5,3,2.92,2.04
1946,Corned beef,0,1,0.00,0.00
1947,Rye Bread,3.5,1,3.50,2.45
1948,JW VegIt Vegetable Juice,3.95,1,3.95,2.77
1949,PLU,3.5,3,2.92,2.04
1950,CK Hollandaise,4.5,1,4.50,3.15
1951,Syrup 30p,0.3,1,0.30,0.21
1952,Beaujolais nouveau,14.99,3,12.49,8.74
1953,Chestnuts,6.55,1,6.55,4.59
1954,ES choc coconut bisc,2.29,3,1.91,1.34
1955,English loose tea,3.3,1,3.30,2.31
1956,Gift voucher Â£5,5,1,5.00,3.50
1957,Gooseberries,3.1,1,3.10,2.17
1958,Dulcesol Bread,2.79,1,2.79,1.95
1959,FF Pistachio,4.75,1,4.75,3.33
1960,Mutti Bolognaise,3.75,1,3.75,2.63
1961,Tin Shortbread,7.99,3,6.66,4.66
1962,New Houmous,3.5,1,3.50,2.45
1963,Delphi Coleslaw,2.25,1,2.25,1.58
1964,Delphi Potato Salad,2.3,1,2.30,1.61
1965,Delphi Red Peppers,3.35,1,3.35,2.35
1966,C&Ivy Dressing,3.75,1,3.75,2.63
1967,G'ma's Wild's Tin,7.99,3,6.66,4.66
1968,Teoni's Apple Pie Oat,3.4,3,2.83,1.98
1969,VITA VIGOR Breadsticks,1.8,1,1.80,1.26
1970,Broccoli Chips GG,4.5,1,4.50,3.15
1971,Compost Black Gold,6.5,3,5.42,3.79
1972,AD Blackcurrant liqueur,25,3,20.83,14.58
1973,Sapuri pinot blush,7.8,3,6.50,4.55
1974,12.5kg Pearl,7.5,1,7.50,5.25
1975,Nairns Mix Berry Biscuit,2.19,1,2.19,1.53
1976,12.5kg Unwashed Melody,8.99,1,8.99,6.29
1977,French Bean,1.48,1,1.48,1.04
1978,Feta,3.4,1,3.40,2.38
1979,Potato voucher,10,1,10.00,7.00
1980,PLU,2.99,1,2.99,2.09
1981,FREE DISTILLERY GLASS,0,1,0.00,0.00
1982,Vodka mini set,25,3,20.83,14.58
1983,Gin mini set,25,3,20.83,14.58
1984,CF sweets Â£1.20,1.2,3,1.00,0.70
1985,CF sweets Â£1.60,1.6,3,1.33,0.93
1986,CF sweets Â£1.75,1.75,3,1.46,1.02
1987,CF sweets Â£1.30,1.3,3,1.08,0.76
1988,CF sweets Â£1.10,1.1,3,0.92,0.64
1989,Barneys Pontefract Cakes,1.99,3,1.66,1.16
1990,TMB Salami 70g,2.5,1,2.50,1.75
1991,Lemon & Lime Posset,2.25,1,2.25,1.58
1992,Folkingtons rhubarb can,1.5,3,1.25,0.88
1993,Pearce's pork pie 2pack,5.99,1,5.99,4.19
1994,BM Blast Choccy Bar,1.99,3,1.66,1.16
1995,Marmite Mini Rice Cakes,1.19,1,1.19,0.83
1996,Nain's Mixed Berry Bisc,2.19,1,2.19,1.53
1997,All St Austell Brewery 5,3.5,3,2.92,2.04
1998,25kg Washed  C Pearl,13.5,1,13.50,9.45
1999,10kg Washed Pearl,6.99,1,6.99,4.89
